0.01	5.932957516038993e-10	0.0	5.5167950009452185e-08	1.6887170785730507e-13	0.0008634250188709063
0.01	5.932957516038993e-10	51.011319729277666	5.5167950009452185e-08	8.489749016327869e-13	0.0008634250188709063
0.01	5.932957516038993e-10	102.02263945855533	5.5167950009452185e-08	5.692297165724388e-13	0.0008634250188709063
0.01	5.932957516038993e-10	153.033959187833	5.5167950009452185e-08	3.9367488691872136e-13	0.0008634250188709063
0.01	5.932957516038993e-10	204.04527891711066	5.5167950009452185e-08	5.562553802889395e-13	0.0008634250188709063
0.01	5.932957516038993e-10	255.05659864638832	5.5167950009452185e-08	5.26035208817934e-13	0.0008634250188709063
0.01	5.932957516038993e-10	306.067918375666	5.5167950009452185e-08	5.241265984617149e-13	0.0008634250188709063
0.01	5.932957516038993e-10	357.07923810494367	5.5167950009452185e-08	5.10155335253014e-13	0.0008634250188709063
0.01	5.932957516038993e-10	408.09055783422133	5.5167950009452185e-08	4.987083215727591e-13	0.0008634250188709063
0.01	5.932957516038993e-10	459.101877563499	5.5167950009452185e-08	5.326868812058382e-13	0.0008634250188709063
0.01	5.932957516038993e-10	510.11319729277665	5.5167950009452185e-08	5.082998120471094e-13	0.0008634250188709063
0.01	5.932957516038993e-10	561.1245170220543	5.5167950009452185e-08	5.247342133839289e-13	0.0008634250188709063
0.01	5.932957516038993e-10	612.135836751332	5.5167950009452185e-08	5.033332672205316e-13	0.0008634250188709063
0.01	5.932957516038993e-10	663.1471564806096	5.5167950009452185e-08	5.023608348795696e-13	0.0008634250188709063
0.01	5.932957516038993e-10	714.1584762098873	5.5167950009452185e-08	5.431979771538363e-13	0.0008634250188709063
0.01	5.932957516038993e-10	765.1697959391649	5.5167950009452185e-08	5.016764666211514e-13	0.0008634250188709063
0.01	5.932957516038993e-10	816.1811156684427	5.5167950009452185e-08	4.985281536803121e-13	0.0008634250188709063
0.01	5.932957516038993e-10	867.1924353977204	5.5167950009452185e-08	5.249081179029289e-13	0.0008634250188709063
0.01	5.932957516038993e-10	918.203755126998	5.5167950009452185e-08	5.168647058852385e-13	0.0008634250188709063
0.01	5.932957516038993e-10	969.2150748562757	5.5167950009452185e-08	5.094450072730764e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1020.2263945855533	5.5167950009452185e-08	4.998910105486252e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1071.237714314831	5.5167950009452185e-08	5.163805985845333e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1122.2490340441086	5.5167950009452185e-08	5.15919066996571e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1173.2603537733862	5.5167950009452185e-08	5.05412895365238e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1224.271673502664	5.5167950009452185e-08	5.097460196864839e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1275.2829932319416	5.5167950009452185e-08	5.095249793102492e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1326.2943129612192	5.5167950009452185e-08	5.091913964231993e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1377.305632690497	5.5167950009452185e-08	5.085675633289008e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1428.3169524197747	5.5167950009452185e-08	5.075038661841326e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1479.3282721490523	5.5167950009452185e-08	4.980439317148394e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1530.3395918783299	5.5167950009452185e-08	5.134055321352209e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1581.3509116076077	5.5167950009452185e-08	5.14983429885015e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1632.3622313368853	5.5167950009452185e-08	4.876536506312084e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1683.373551066163	5.5167950009452185e-08	5.124009378976443e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1734.3848707954407	5.5167950009452185e-08	5.120399357640346e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1785.3961905247183	5.5167950009452185e-08	4.995976484119706e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1836.407510253996	5.5167950009452185e-08	5.019779807289885e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1887.4188299832736	5.5167950009452185e-08	4.969412888622149e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1938.4301497125514	5.5167950009452185e-08	5.101459229949636e-13	0.0008634250188709063
0.01	5.932957516038993e-10	1989.441469441829	5.5167950009452185e-08	5.037932245075454e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2040.4527891711066	5.5167950009452185e-08	4.908913800231678e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2091.4641089003844	5.5167950009452185e-08	5.049367205250592e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2142.475428629662	5.5167950009452185e-08	5.082572003324316e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2193.4867483589396	5.5167950009452185e-08	4.934314564507043e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2244.498068088217	5.5167950009452185e-08	4.90958485487922e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2295.509387817495	5.5167950009452185e-08	5.007694918166472e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2346.5207075467724	5.5167950009452185e-08	5.055551102484504e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2397.5320272760505	5.5167950009452185e-08	4.905303069227306e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2448.543347005328	5.5167950009452185e-08	4.932065255307005e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2499.5546667346057	5.5167950009452185e-08	5.037901617477039e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2550.5659864638833	5.5167950009452185e-08	4.946043466178216e-13	0.0008634250188709063
0.01	5.932957516038993e-10	2601.577306193161	5.5167950009452185e-08	4.847820539975008e-13	0.0008634250188709063
