0.05	1.4823276427252357e-08	0.0	2.2249049736331152e-07	7.240711036804634e-13
0.05	1.4823276427252357e-08	85.01886621546278	2.2249049736331152e-07	5.159502134191402e-12
0.05	1.4823276427252357e-08	170.03773243092556	2.2249049736331152e-07	4.849369847174016e-12
0.05	1.4823276427252357e-08	255.05659864638835	2.2249049736331152e-07	2.0141107995268606e-12
0.05	1.4823276427252357e-08	340.0754648618511	2.2249049736331152e-07	3.1690473883404993e-12
0.05	1.4823276427252357e-08	425.0943310773139	2.2249049736331152e-07	4.810648627736888e-12
0.05	1.4823276427252357e-08	510.1131972927767	2.2249049736331152e-07	3.1668501533021955e-12
0.05	1.4823276427252357e-08	595.1320635082394	2.2249049736331152e-07	2.6480653142779982e-12
0.05	1.4823276427252357e-08	680.1509297237022	2.2249049736331152e-07	4.1712092712218925e-12
0.05	1.4823276427252357e-08	765.169795939165	2.2249049736331152e-07	3.725159681298082e-12
0.05	1.4823276427252357e-08	850.1886621546278	2.2249049736331152e-07	2.8312934190594798e-12
0.05	1.4823276427252357e-08	935.2075283700906	2.2249049736331152e-07	3.579858343976025e-12
0.05	1.4823276427252357e-08	1020.2263945855534	2.2249049736331152e-07	3.8775341032149104e-12
0.05	1.4823276427252357e-08	1105.2452608010162	2.2249049736331152e-07	3.195067813700852e-12
0.05	1.4823276427252357e-08	1190.2641270164788	2.2249049736331152e-07	3.3853235658699298e-12
0.05	1.4823276427252357e-08	1275.2829932319416	2.2249049736331152e-07	3.755590727779065e-12
0.05	1.4823276427252357e-08	1360.3018594474045	2.2249049736331152e-07	3.479807689767727e-12
0.05	1.4823276427252357e-08	1445.3207256628673	2.2249049736331152e-07	3.392275362059999e-12
0.05	1.4823276427252357e-08	1530.33959187833	2.2249049736331152e-07	3.5892816244696318e-12
0.05	1.4823276427252357e-08	1615.3584580937927	2.2249049736331152e-07	3.597817242541526e-12
0.05	1.4823276427252357e-08	1700.3773243092555	2.2249049736331152e-07	3.5225171570877146e-12
0.05	1.4823276427252357e-08	1785.3961905247183	2.2249049736331152e-07	3.54848345293826e-12
0.05	1.4823276427252357e-08	1870.4150567401812	2.2249049736331152e-07	3.5728977172433304e-12
0.05	1.4823276427252357e-08	1955.433922955644	2.2249049736331152e-07	3.669177427408292e-12
0.05	1.4823276427252357e-08	2040.4527891711068	2.2249049736331152e-07	3.569990671319241e-12
0.05	1.4823276427252357e-08	2125.4716553865696	2.2249049736331152e-07	3.585964487722015e-12
0.05	1.4823276427252357e-08	2210.4905216020325	2.2249049736331152e-07	3.698001546794916e-12
0.05	1.4823276427252357e-08	2295.509387817495	2.2249049736331152e-07	3.624973999360512e-12
0.05	1.4823276427252357e-08	2380.5282540329576	2.2249049736331152e-07	3.6017975249518547e-12
0.05	1.4823276427252357e-08	2465.5471202484205	2.2249049736331152e-07	3.753477368267262e-12
0.05	1.4823276427252357e-08	2550.5659864638833	2.2249049736331152e-07	3.691285894664282e-12
0.05	1.4823276427252357e-08	2635.584852679346	2.2249049736331152e-07	3.598581599241842e-12
0.05	1.4823276427252357e-08	2720.603718894809	2.2249049736331152e-07	3.86139816362701e-12
0.05	1.4823276427252357e-08	2805.6225851102718	2.2249049736331152e-07	3.741953728416287e-12
0.05	1.4823276427252357e-08	2890.6414513257346	2.2249049736331152e-07	3.5483750321422117e-12
0.05	1.4823276427252357e-08	2975.6603175411974	2.2249049736331152e-07	3.917108986413282e-12
0.05	1.4823276427252357e-08	3060.67918375666	2.2249049736331152e-07	3.924409725462346e-12
0.05	1.4823276427252357e-08	3145.698049972123	2.2249049736331152e-07	3.5060464246791488e-12
0.05	1.4823276427252357e-08	3230.7169161875854	2.2249049736331152e-07	3.917870010334213e-12
0.05	1.4823276427252357e-08	3315.7357824030482	2.2249049736331152e-07	4.191157914633474e-12
0.05	1.4823276427252357e-08	3400.754648618511	2.2249049736331152e-07	3.5532628781666584e-12
0.05	1.4823276427252357e-08	3485.773514833974	2.2249049736331152e-07	3.725844037085972e-12
0.05	1.4823276427252357e-08	3570.7923810494367	2.2249049736331152e-07	4.3563716779977366e-12
0.05	1.4823276427252357e-08	3655.8112472648995	2.2249049736331152e-07	3.888213212328932e-12
0.05	1.4823276427252357e-08	3740.8301134803623	2.2249049736331152e-07	3.5662270551360874e-12
0.05	1.4823276427252357e-08	3825.848979695825	2.2249049736331152e-07	4.358647469368074e-12
0.05	1.4823276427252357e-08	3910.867845911288	2.2249049736331152e-07	4.195587366671556e-12
0.05	1.4823276427252357e-08	3995.886712126751	2.2249049736331152e-07	3.5736387066111176e-12
0.05	1.4823276427252357e-08	4080.9055783422136	2.2249049736331152e-07	4.257024527523276e-12
0.05	1.4823276427252357e-08	4165.924444557676	2.2249049736331152e-07	4.475302902057915e-12
0.05	1.4823276427252357e-08	4250.943310773139	2.2249049736331152e-07	3.746272333876002e-12
0.05	1.4823276427252357e-08	4335.962176988602	2.2249049736331152e-07	4.083249897770989e-12
0.05	1.4823276427252357e-08	4420.981043204065	2.2249049736331152e-07	4.6277331185229346e-12
0.05	1.4823276427252357e-08	4505.999909419527	2.2249049736331152e-07	4.1058632517339506e-12
0.05	1.4823276427252357e-08	4591.01877563499	2.2249049736331152e-07	4.030972801635462e-12
0.05	1.4823276427252357e-08	4676.037641850453	2.2249049736331152e-07	4.636768725444572e-12
0.05	1.4823276427252357e-08	4761.056508065915	2.2249049736331152e-07	4.355072873031588e-12
0.05	1.4823276427252357e-08	4846.075374281379	2.2249049736331152e-07	4.14222583121214e-12
0.05	1.4823276427252357e-08	4931.094240496841	2.2249049736331152e-07	4.636888424720713e-12
0.05	1.4823276427252357e-08	5016.113106712304	2.2249049736331152e-07	4.632984814829487e-12
0.05	1.4823276427252357e-08	5101.131972927767	2.2249049736331152e-07	4.414579700047901e-12
0.05	1.4823276427252357e-08	5186.15083914323	2.2249049736331152e-07	4.627895173332879e-12
0.05	1.4823276427252357e-08	5271.169705358692	2.2249049736331152e-07	4.708892909238501e-12
0.05	1.4823276427252357e-08	5356.1885715741555	2.2249049736331152e-07	4.681164714232748e-12
0.05	1.4823276427252357e-08	5441.207437789618	2.2249049736331152e-07	4.845455842229994e-12
0.05	1.4823276427252357e-08	5526.22630400508	2.2249049736331152e-07	4.906136290325587e-12
0.05	1.4823276427252357e-08	5611.2451702205435	2.2249049736331152e-07	4.8846794926624615e-12
0.05	1.4823276427252357e-08	5696.264036436006	2.2249049736331152e-07	5.1961488261060895e-12
0.05	1.4823276427252357e-08	5781.282902651469	2.2249049736331152e-07	5.174449477601423e-12
0.05	1.4823276427252357e-08	5866.3017688669315	2.2249049736331152e-07	4.941107208878539e-12
0.05	1.4823276427252357e-08	5951.320635082395	2.2249049736331152e-07	5.442072450334898e-12
0.05	1.4823276427252357e-08	6036.339501297857	2.2249049736331152e-07	5.606289049872609e-12
0.05	1.4823276427252357e-08	6121.35836751332	2.2249049736331152e-07	5.1892612037530504e-12
0.05	1.4823276427252357e-08	6206.377233728783	2.2249049736331152e-07	5.581113209633788e-12
0.05	1.4823276427252357e-08	6291.396099944246	2.2249049736331152e-07	6.011753973130303e-12
0.05	1.4823276427252357e-08	6376.4149661597085	2.2249049736331152e-07	5.68518334304183e-12
0.05	1.4823276427252357e-08	6461.433832375171	2.2249049736331152e-07	5.719308101993811e-12
0.05	1.4823276427252357e-08	6546.452698590634	2.2249049736331152e-07	6.443526778544805e-12
0.05	1.4823276427252357e-08	6631.4715648060965	2.2249049736331152e-07	6.452623639418552e-12
0.05	1.4823276427252357e-08	6716.49043102156	2.2249049736331152e-07	5.990843547397899e-12
0.05	1.4823276427252357e-08	6801.509297237022	2.2249049736331152e-07	7.028834848341272e-12
0.05	1.4823276427252357e-08	6886.528163452485	2.2249049736331152e-07	7.418793785274801e-12
0.05	1.4823276427252357e-08	6971.547029667948	2.2249049736331152e-07	6.930958058549692e-12
0.05	1.4823276427252357e-08	7056.565895883411	2.2249049736331152e-07	7.774625355203744e-12
0.05	1.4823276427252357e-08	7141.584762098873	2.2249049736331152e-07	8.266874444129462e-12
0.05	1.4823276427252357e-08	7226.603628314337	2.2249049736331152e-07	8.319696188179519e-12
0.05	1.4823276427252357e-08	7311.622494529799	2.2249049736331152e-07	8.603941535945691e-12
0.05	1.4823276427252357e-08	7396.641360745261	2.2249049736331152e-07	9.739909164968698e-12
0.05	1.4823276427252357e-08	7481.660226960725	2.2249049736331152e-07	9.496171312177796e-12
0.05	1.4823276427252357e-08	7566.679093176187	2.2249049736331152e-07	9.90877109003642e-12
0.05	1.4823276427252357e-08	7651.69795939165	2.2249049736331152e-07	1.1938469438080775e-11
