0.05	2.96432673450606e-12	1.4871190421330709e-08	0.0014337315849795589
0.1	5.80964382392314e-11	6.066731879150038e-08	0.002895569666054974
0.15	2.361000954471989e-10	1.349198967578214e-07	0.004318016818725351
0.2	7.773306198670032e-10	2.4150667167083876e-07	0.005777143138754817
0.3	4.702267500972389e-09	5.37698872537699e-07	0.00861984367570232
0.4	1.17178782411497e-08	9.543568962805787e-07	0.011484615594228822
0.5	2.7542800894010453e-08	1.5061390051566496e-06	0.014425675811696721
0.6	6.760547977779078e-08	2.1300977874402194e-06	0.01716174511094222
0.8	1.5989759955520693e-07	3.736041492839248e-06	0.022716814493839686
1.0	4.92967129684864e-07	6.0578344249262375e-06	0.02893196748363073
1.3	1.3946433042574768e-06	1.0050103993886985e-05	0.03726711649592756
1.6	3.646466652462569e-06	1.5289100466879294e-05	0.04598091965076503
2.0	7.107172243582947e-06	2.3935915583956305e-05	0.057508845001003076
