0.05	3.2285973787682228e-12	1.4858104325210531e-08	0.0014330514411342078
0.1	3.69388469970411e-11	5.902632999997862e-08	0.002857819554793053
0.15	2.4378896022820575e-10	1.320210549777483e-07	0.004271926969831157
0.2	7.224562797634466e-10	2.3713662657666364e-07	0.005725864677038565
0.3	3.91133872892352e-09	5.365588639273391e-07	0.008608714406743241
0.4	1.2231678487165444e-08	9.479814917142441e-07	0.011448058851941422
0.5	2.9670730385926814e-08	1.4836220932502005e-06	0.014320665331707722
0.6	6.258736681600589e-08	2.1733808372074067e-06	0.017334403023906726
0.8	1.9325153106110129e-07	3.882261645977221e-06	0.02316010389592959
1.0	4.371761360861378e-07	5.989380882600239e-06	0.028762059202778346
1.3	1.5663290744807847e-06	9.9621044949529e-06	0.03710651564956505
1.6	2.7944684316979154e-06	1.4890062437372624e-05	0.04536368369331159
2.0	6.040266642822808e-06	2.3231440499646408e-05	0.05667539757139608
