1	2.94224410021105e-14
5	2.974958042587561e-12
9	1.4957360267445749e-10
13	8.128424997496721e-10
17	2.5464176541509206e-09
21	6.1740493368308665e-09
25	1.3637841045633574e-08
29	2.443582470895079e-08
33	4.097562048586686e-08
37	6.559166830640564e-08
41	9.552214931708366e-08
45	1.3271106742111615e-07
49	1.623384988988837e-07
53	1.8293550737138554e-07
57	1.8947125268691985e-07
61	1.9130338328023075e-07
65	1.975660266563294e-07
69	1.9214452017108349e-07
