1	0.1	5.811038595489867e-08	7.534016307451156e-13
1	0.3	5.295960051326808e-07	3.717722308029229e-11
1	0.6	2.097317374700907e-06	7.3259765591937e-10
1	1.0	5.980585244134907e-06	5.9089471506174505e-09
1	1.5	1.2976041926055298e-05	2.1886423361482028e-08
1	2.0	2.4192523804863475e-05	1.0654318527072522e-07
1	3.0	5.3575077542886176e-05	5.270388197537142e-07
1	5.0	0.00014765490793832548	4.233100985328339e-06
1	7.0	0.00029234151339224104	1.6350369160950186e-05
1	10.0	0.0005875760603009781	6.032358157130645e-05
1	15.0	0.0013355098397267483	0.00031201296544523474
1	20.0	0.0024337164535236516	0.001156905303313379
2	0.1	5.965218399143348e-08	2.7870546031407028e-12
2	0.3	5.231046711127244e-07	2.1630475483791417e-10
2	0.6	2.1647547634597376e-06	3.1711250829049247e-09
2	1.0	5.914647995573197e-06	2.302616704376973e-08
2	1.5	1.3487213584852752e-05	1.1803837431490866e-07
2	2.0	2.386588029173115e-05	3.9545517192082913e-07
2	3.0	5.4441913664823204e-05	2.0827016970542267e-06
2	5.0	0.00015218115787393694	1.6579058857247142e-05
2	7.0	0.00029452763030921644	6.841520088537848e-05
2	10.0	0.0006010223355433427	0.00021285657125145883
2	15.0	0.00134502209514797	0.0012959436043699132
2	20.0	0.002360430156599024	0.0042072223577345235
4	0.1	5.944936776963643e-08	1.6402092611442857e-11
4	0.3	5.455774490260324e-07	1.1572814603389743e-09
4	0.6	2.1599255766465456e-06	1.542088425589489e-08
4	1.0	6.021218604042955e-06	1.4809156537179104e-07
4	1.5	1.3584890904314108e-05	7.270751829934784e-07
4	2.0	2.390976386583828e-05	1.895776704104678e-06
4	3.0	5.3656530377551105e-05	1.099601105242641e-05
4	5.0	0.00014780974655764157	9.38040938638064e-05
4	7.0	0.0002918710181092275	0.0003138785243943916
4	10.0	0.0005976288553890875	0.0014003366475249194
4	15.0	0.0013664061904444251	0.007617045344071511
4	20.0	0.002396559424477914	0.024399730305188112
6	0.1	5.910842509078812e-08	3.2120578219456864e-11
6	0.3	5.323452458704787e-07	2.647572760643478e-09
6	0.6	2.155887031817983e-06	4.195564232674876e-08
6	1.0	6.022275818090592e-06	3.5262829175540574e-07
6	1.5	1.3288811698890138e-05	1.6902637496778811e-06
6	2.0	2.404175048793008e-05	4.966672507522325e-06
6	3.0	5.4358116597970865e-05	2.6930403287944348e-05
6	5.0	0.00014966727598677957	0.0002139557712294649
6	7.0	0.00029220237169420583	0.0007964157276144322
6	10.0	0.0005969271570321256	0.0032427922775982118
6	15.0	0.0013391712889361798	0.016207740530545273
6	20.0	0.002411138569602781	0.05416463861676942
8	0.1	5.918603666296493e-08	5.305426448478913e-11
8	0.3	5.351629200411666e-07	3.975080047279575e-09
8	0.6	2.1624407891886583e-06	6.854424659201776e-08
8	1.0	6.022022707675956e-06	5.36336774338543e-07
8	1.5	1.3401740544026584e-05	2.4169268687534546e-06
8	2.0	2.3741956227952325e-05	8.147280322571384e-06
8	3.0	5.3373122541644555e-05	3.8878681174691505e-05
8	5.0	0.00014861726046595035	0.0003012079981471563
8	7.0	0.00029186018091059213	0.0011990704874947718
8	10.0	0.0005959250136618431	0.004789510343591084
8	15.0	0.001338213805606644	0.024645367629785215
8	20.0	0.0023947963043538566	0.08029018007017087
10	0.1	5.968496753742897e-08	5.797107248808074e-11
10	0.3	5.3457997245357e-07	4.2692925046802464e-09
10	0.6	2.1529812700629807e-06	6.907136489439054e-08
10	1.0	5.955193208875641e-06	5.345493108021232e-07
10	1.5	1.3413502304066608e-05	2.7019030095765517e-06
10	2.0	2.3967195815944e-05	8.554980767121584e-06
10	3.0	5.394379767203602e-05	4.333807395524132e-05
10	5.0	0.00014895611569471385	0.0003332743345584188
10	7.0	0.0002908718062088433	0.0013099189463804796
10	10.0	0.0005972541321700393	0.005270283589285426
10	15.0	0.0013424782204810091	0.026501773372264417
10	20.0	0.0024031866233630702	0.080568872628499
15	0.1	5.930841116389875e-08	3.290694321006122e-11
15	0.3	5.335678181485018e-07	2.6040347155643404e-09
15	0.6	2.148934034170093e-06	3.6935926188461684e-08
15	1.0	6.006959317275545e-06	3.3148044534627255e-07
15	1.5	1.3457102480356797e-05	1.62136282356692e-06
15	2.0	2.376760641941051e-05	5.160179388197673e-06
15	3.0	5.341736393187834e-05	2.6262930367886688e-05
15	5.0	0.00014902385728465028	0.00021673679074153172
15	7.0	0.0002900610897298967	0.000846761274054264
15	10.0	0.0005972031979417043	0.003366470741265607
15	15.0	0.0013471919510655791	0.017399749713354784
15	20.0	0.002381059003095441	0.0519904345054967
20	0.1	5.944814438602069e-08	1.404995168421632e-11
20	0.3	5.366223904967379e-07	1.028624297591598e-09
20	0.6	2.14775088919056e-06	1.4046091087919675e-08
20	1.0	5.980788460011288e-06	1.2439964017444283e-07
20	1.5	1.3465585161267073e-05	6.13236651917014e-07
20	2.0	2.3645968766131447e-05	2.0972232359072143e-06
20	3.0	5.356403777724222e-05	8.908970219931832e-06
20	5.0	0.00014931867259956768	8.338400186654637e-05
20	7.0	0.0002923201522905048	0.0002534568945980626
20	10.0	0.00059722485283143	0.0012604777514344516
20	15.0	0.001344624852108833	0.007435684111557633
20	20.0	0.002383676532609891	0.02044732097246994
30	0.1	5.942407556752676e-08	1.0762090414902837e-11
30	0.3	5.368792512868358e-07	7.800656038139414e-10
30	0.6	2.1462352625239717e-06	1.1674595699429578e-08
30	1.0	5.984211095310163e-06	1.1099878065867598e-07
30	1.5	1.3426386761583219e-05	6.046205791857198e-07
30	2.0	2.3857984247157384e-05	1.5869249128484324e-06
30	3.0	5.370299487040181e-05	8.614243794705419e-06
30	5.0	0.00014891880074536078	6.302906343210393e-05
30	7.0	0.00029321559006693443	0.00026647406219921734
30	10.0	0.0005965327487183185	0.0011814980642130186
30	15.0	0.0013462934518757442	0.004481289425487303
30	20.0	0.0023900978068320308	0.01298283498692825
40	0.1	5.956201515933257e-08	1.0620627588944318e-11
40	0.3	5.362266146902438e-07	8.930548358952503e-10
40	0.6	2.1403802695949536e-06	1.3114270526891534e-08
40	1.0	5.9584287296109165e-06	9.016234490300102e-08
40	1.5	1.3423410792456067e-05	5.364884247226405e-07
40	2.0	2.3863574984812064e-05	2.3051726808858537e-06
40	3.0	5.3589320897639175e-05	8.906311316985894e-06
40	5.0	0.00014943313496234127	8.942568028616019e-05
40	7.0	0.0002929351354511818	0.00023385511460982786
40	10.0	0.0005960407228531486	0.001001656199383436
40	15.0	0.0013395965554745563	0.0047648123214695665
40	20.0	0.0023866298423540926	0.019114564417870645
50	0.1	5.961859491841155e-08	1.2988675740633915e-11
50	0.3	5.355518639571468e-07	1.0912585954081467e-09
50	0.6	2.1500141399484168e-06	1.4255285032249716e-08
50	1.0	5.9650270515175435e-06	1.0433964553365329e-07
50	1.5	1.3402255162246e-05	4.7408365675555137e-07
50	2.0	2.3902769489082217e-05	1.5318572886928308e-06
50	3.0	5.3579795391324164e-05	7.60630008876599e-06
50	5.0	0.0001487432596069818	7.095127036458035e-05
50	7.0	0.00029239519981952305	0.00021635024772496457
50	10.0	0.0005957804492281378	0.0010988494908792926
50	15.0	0.001340390754429259	0.005174973254032802
50	20.0	0.0023864623299307683	0.01622538171959868
